x_lower, x_upper, y_lower, y_upper
320,331.86713137159296,361.8924354401833,375
296,301.05779977538924,369.51663596548195,376
278,283.2196572946601,359.2484561213275,370
259,270.00407856226013,340.6052911083802,352
252,263.23499351861506,324.15469388758925,330
249,257.9594517120043,299.5953511518661,306
251,265.9537518461013,276.3884217862248,284
262,275.6057483075021,246.23625158816668,252
285,292.6572920162311,223.5028148368947,229
317,324.81118690249895,210.05338706925215,218
337,343.58353494375547,206.38000778139323,219
309,317.4067007834891,213.29814291707902,222
277,285.477918123153,227.4686718202803,234
250,261.30252805237086,265.26218181222754,272
255,267.15293308409775,314.7725312139343,321
273,283.8202666627246,375.1176874866625,381
326,333.62021691417993,384.0073208203357,396
358,370.8796771229022,384.29336710782803,391
348,357.1610396257894,367.4490102705761,378
332,345.803175897846,387.6905117774949,393
355,369.45849557904467,381.79432514492623,392
284,293.9671424051469,375.8997095243316,389
252,263.4378643725747,351.7738580902155,365
237,248.62026317125307,309.7831875716466,322
236,245.91177757935554,252.18433512347457,264
288,294.67395355006414,188.3825336273777,203
342,354.18885666326116,182.31022702380702,192
369,375.88466018363226,191.56525033263074,200
330,343.96476890183266,198.55814719400897,209
362,368.6893118651309,180.50656577467348,195
340,348.89311149866927,204.7905521885913,217
268,274.07578481518647,207.11678288315952,215
252,257.6517720376431,251.03472120139566,257
270,280.2193192518322,212.59635225187435,227
268,273.3543396753129,228.33392135868067,235
250,260.9922927173618,294.84655861514284,308
253,261.1265982009837,336.66679309868016,349
244,255.88618577469416,262.34546791674495,272
274,288.930167452325,204.12801060962832,213
333,340.23124778330424,192.1955687431992,200
367,380.3186525330875,196.40116589777566,209
355,364.8061018488507,202.98131451968078,217
350,362.8891512388807,199.66997075011022,207
374,383.3617033945205,378.80673929522925,384
354,368.25493459928805,366.45446746860136,381
374,384.13706267732385,365.4081220515267,378
350,355.6041296338562,379.001169298133,392
275,282.6261097274622,367.31374228582985,381
242,248.98874544902714,332.46089713848505,344
244,252.6283965787712,282.8058145285326,292
257,266.07608914281525,244.34494449822745,251
258,264.8080913247078,219.37190244040053,226
231,244.4363536997131,264.4497869389238,273
243,251.34173065461732,324.3477994316401,338
251,262.1178084187681,345.089204487729,358
347,353.5298783624207,292.34595195022797,299
359,368.68726685727313,282.4182374177483,294
353,362.4707522386684,299.90617452454376,306
359,370.15443263585615,277.18152937778666,288
365,378.09356226143973,299.7170343372765,306
369,376.2238824823586,278.2980833466165,292
381,386.33507925427347,288.70409798215354,299
395,400.09216131862655,283.1393891861009,291
401,408.4631678993481,277.03123218765654,288
405,410.86121949910915,288.65828422981673,297
411,425.6737738814821,274.4995468722103,280
389,394.0777935364852,295.2250819070401,306
411,425.2382963081977,273.88841323765115,281
424,431.79757375295657,289.77603981754794,300
409,420.57736248449197,274.51231183304884,282
438,452.5330132833932,288.34511615131623,294
427,440.6834684114836,270.71143337068156,278
439,453.2191798156225,279.49601819066464,292
456,470.21838034844757,266.8864835516724,275
453,464.3382914866729,283.05807421768515,293
476,481.4055831997329,266.4605662452883,273
459,472.1442090339613,281.50193779568133,292
492,500.332267251588,257.7994696240521,270
490,499.16152717089903,249.26285662142678,256
476,482.9474866184887,229.55755225012192,236
484,489.7177491324359,203.3696374481567,215
494,500.0377043407564,242.63730360571822,252
484,495.26020038079355,223.74425444787303,229
493,506.4841722605138,175.29674242165692,183
489,503.63378403784253,128.32740754830735,142
499,506.8824913546426,168.12182703269082,178
483,497.87265134438786,239.8168623833618,250
477,490.2451756946722,257.7946992825433,263
491,502.06803021213125,168.591276572645,181
496,503.846621165701,215.60351335403206,226
456,467.4590342265159,254.88577232435986,268
484,496.6289972846054,165.89277014079934,171
467,481.7744646880961,114.16105964117308,123
409,416.31877964117905,101.8668376290692,111
362,369.4027634338641,105.33127625004583,120
362,369.94604819943856,112.3861746538017,124
410,415.01435624981366,114.84554478231604,121
373,381.3307579857321,111.98486057628182,126
383,391.09783011075723,106.57489255282108,112
412,421.8083964151284,104.91173834797078,118
352,357.9184298959345,101.4292925531484,116
390,398.33312090335806,93.50522082778772,105
448,458.7782212079621,105.60120576973807,119
460,470.33349913117354,118.8561296691223,127
407,413.71929195856166,96.92775888422942,106
388,393.50256036691997,103.032900616342,111
449,457.78848835926505,111.04718841586777,120
429,439.055002568522,105.2570671590058,113
381,393.38092894590636,115.57771374586592,121
444,451.1598946693663,113.8832813285061,119
499,504.7752701105821,135.95346848235124,145
516,529.1208169163706,184.9479869505471,193
503,516.1338090874367,256.5045752519228,270
506,520.841134618528,174.73136607446955,184
493,499.54797959531027,124.20682358877748,137
446,457.4210653890939,115.32000451053116,121
385,396.45263763717816,104.71701866776999,110
351,361.59544305396236,98.320945354958,113
344,355.0206710459758,104.01309424175004,117
354,361.40836422226903,110.25333576243315,121
414,420.17224420651826,102.5160698937211,113
482,492.47080990522574,123.08306929674961,132
494,504.8529478683863,153.78896559617814,162
480,489.47793476556615,262.0360553721889,271
453,460.313542054757,280.921873857233,292
408,413.32642040728126,282.26993102132747,295
423,435.75293591911355,285.3497375451997,293
498,508.2005696918254,189.80416167267262,201
480,487.2862778218373,138.6860572377709,151
457,462.72719269191526,128.9770800589756,137
427,434.61741165649426,109.77435382145342,123
468,480.70257375229926,103.91622894374302,112
493,504.5291361491569,129.65660180865214,137
467,475.45603315655205,99.33071331271289,113
382,390.57563485054436,98.03661615684439,112
351,365.4377832449929,96.73391212528577,111
387,392.81712496179614,115.65960806270868,123
407,421.91674145608675,110.87082308763766,123
413,424.31482746563523,106.39041192340055,116
385,396.602492567462,97.88973460843039,108
301,310.1517561002805,207.29502728056997,222
324,329.56593597422733,186.5340960947809,194
354,363.7675552958246,194.73534689404167,201
302,312.12641594530163,200.9325689091337,215
318,329.70835198834413,195.77346894350254,201
282,293.13296716555647,214.1949864095439,226
252,265.49013965844335,262.5047401649626,269
244,249.6772682546262,316.84249264251486,331
315,328.4807813115199,371.9764055893359,382
354,368.2693433275524,377.2377304199933,391
