x_lower, x_upper, y_lower, y_upper
481,488.9740303871294,272.2004955894988,284
480,488.16506140272503,294.6746096658858,306
475,488.40501600985573,314.24251167852395,328
460,467.0666719326431,346.35691778318915,359
436,442.2368647074968,376.8050257359013,384
417,425.6606696307847,384.3926466946772,398
328,334.40215172000455,403.5766752603415,412
359,369.42626688597227,400.2905880623393,413
340,350.66285516903116,399.40414201744954,408
369,379.7244195949088,395.79560918735103,410
390,401.8819335984365,392.54816534690366,402
331,342.0551372393707,398.19413896597786,405
356,365.3865052259928,397.5680513200878,410
379,387.0298853247629,398.8120879242995,404
392,404.7282392427102,399.0677808037285,410
408,416.9263696374559,396.9317431404719,403
427,441.6251377623539,392.94617766207944,399
438,443.43920798896676,376.3074407216784,391
440,450.9390095401926,361.78789221317817,375
459,471.10258900281957,364.0208039979917,379
444,451.177848893658,373.93452776786,387
462,470.14945793239514,361.2380067640661,369
474,487.2985292317509,347.3539464463219,358
471,477.24501402928445,337.8370452746111,346
484,495.9555169339627,325.5429116065574,333
483,489.70528422081077,335.33332019511624,343
481,494.98994054597944,312.51126790580577,324
489,498.39854928841885,310.73070839504214,316
488,497.9637091486741,297.69583103605083,303
493,504.7023108893971,278.31132299258593,293
487,500.86808077894386,277.0921778730704,288
493,506.6272874809268,269.232768340362,282
484,489.0024033502526,279.20871964944985,294
493,502.8489434183448,299.6230447434597,310
542,548.2127388320714,335.1270203799495,350
542,547.47862149823,323.01195172809884,332
545,551.2075534597204,306.2223182013098,313
384,390.82843223150144,212.0823309008246,227
396,406.04303476743945,216.76499009843295,223
386,395.3364908457456,213.99471622842412,221
400,406.34957566666077,212.17495565117653,222
419,433.0408544936753,209.72353298990643,222
416,430.35582441671346,215.44498464799582,227
428,433.88588014914603,217.8701070358371,223
437,447.504878037363,212.8278268166127,225
443,453.78589369102724,213.42323073503596,222
456,468.26731099947045,217.97551192435657,225
447,452.0897933236132,209.74852243466563,224
456,470.7143317163563,220.9145255778187,227
463,473.3488258619809,219.77801605998306,228
478,490.7619182819393,218.81019625443813,232
481,493.83944456664256,227.4284393376449,233
492,501.0782983414673,221.7878787749225,227
500,512.5498761315533,215.0020021873608,227
521,535.3565213813911,227.30500818093645,235
543,549.6447837471579,286.1908325667538,301
540,553.1774105314526,277.13342961201516,287
540,552.4892162942849,267.32790549929865,273
535,547.1150250662992,253.87925129550206,259
526,537.0625621034105,237.27033979743905,246
516,530.303956971277,231.28536949848288,237
497,508.5621215061518,212.43744143720613,226
479,488.0806284121733,209.8671739563277,222
449,461.66531787088,207.10801750114103,220
425,436.1298803556733,207.86571041570244,220
395,402.596290000638,214.48577694812695,221
539,549.6717779237488,320.7526906839446,333
549,555.8104743650322,332.60637671809815,343
539,548.0045655438931,304.7457938476002,318
549,555.8443545714542,304.1567085149059,319
549,557.806876351665,288.71552137372527,295
542,552.6441049769423,264.1196301189104,272
528,538.0213727671814,228.35492770362012,241
501,506.13483734420083,213.53496348296497,226
311,320.7090181660071,268.33093343211107,274
311,320.3935622741876,252.0233811372962,263
312,325.5387963648849,233.9761166213531,243
316,330.62333371094303,232.95127333676282,242
316,329.0552799865709,211.88891592829518,225
319,333.5182668386044,204.91922894044268,217
326,335.4875391770045,193.7428001865895,200
331,336.942949744408,182.98877125142852,192
340,351.803210522098,170.07990008679403,178
353,366.34252569796973,158.93795349853175,165
360,371.43988773435217,144.16761634772675,158
377,385.0061312856786,142.4398219807644,149
389,395.9681076630613,138.03160654363725,145
400,410.6831503914561,129.43953839679594,142
411,425.7489061194445,134.46029406945274,140
423,432.909218936389,127.79973213203553,139
433,442.5824817503971,130.4535434078573,138
447,457.7526108371103,124.50700058300868,138
459,469.85232816089257,128.5638008457026,138
470,478.06861702642055,127.9576081300653,138
458,466.85673856524517,134.5501038657052,144
441,455.069058630792,136.49442354703518,143
433,438.6458302797155,127.96533132411872,136
415,426.23558951877874,134.20889847230234,141
409,417.44663118168785,140.6138244092794,148
396,405.83227894274785,133.9646530921308,147
385,392.1628262334751,131.27173048690682,144
379,392.8776852999862,139.9279697606579,150
366,371.48025674070414,151.3679454124832,158
357,368.19602739624077,150.7365887349661,158
345,356.5739917283189,149.30644459756192,161
339,350.53841837709894,167.47448975379513,176
340,346.3370041778985,176.48916328098767,186
341,348.96777607542714,190.81346926221167,198
328,342.03226029462684,195.17497086112328,201
319,332.38221159975006,201.87704603798636,207
323,331.0909429498595,221.41863439783373,228
325,334.1525368998181,226.64611940464732,238
310,319.25971480111343,242.47418841769138,248
307,320.95081559974034,244.9045078265288,259
307,317.8164028167783,261.94789569822376,270
358,366.7397099445012,347.1143695757537,362
339,350.21530002443274,359.3935771447989,365
326,336.5040145375538,353.8262105529797,366
