x_lower, x_upper, y_lower, y_upper
324,329.26493779763365,245.22953282362272,253
324,334.5864373870243,227.19898200064515,237
329,336.78176388091396,237.89214523901163,246
329,341.0647632068921,231.0746827407389,246
329,339.9978064183339,233.88463397749337,246
329,339.6149680271013,226.6914915587725,240
330,339.52458462053386,226.83251918244747,238
333,339.1200021817219,226.22577753711704,238
334,346.77075194462685,228.26189460798835,238
336,345.4796886921975,230.27125602387807,238
338,343.1503954103593,230.69896682530361,238
340,348.88697705438403,232.4976404735948,244
336,342.3533611743595,246.430778279859,256
331,341.1716777339174,239.6383823054301,254
347,361.3288857568493,244.43961623787249,253
344,349.90701176295875,242.82921287326462,254
340,351.5016151938727,240.55195795920835,254
346,352.04819991005036,233.15464057520242,246
350,355.6108850172562,237.30366256389797,248
333,345.6713732089969,221.18823337543938,228
339,351.37815772127595,220.6194287558104,229
344,349.8222204197993,220.9787297806991,231
345,359.38329395050033,224.2091922008143,237
352,364.9181892512576,227.9391380398449,240
353,361.72851061681445,221.5557383375717,235
350,363.01417387344696,222.44752300917256,232
347,357.9127627746293,214.7599308748192,229
341,349.0449533829626,218.81624980130857,228
334,344.9807508966759,217.14057492286017,230
328,334.61122558675805,221.77909710884603,234
325,332.4606589126788,231.90162087637574,241
325,334.0058031986266,232.96983153008244,245
324,329.5097398164225,241.30187116567132,251
322,328.95684675853533,230.2675738815501,240
324,335.1010452700926,221.38149525378168,230
333,339.0888569224234,217.42445226882157,228
351,362.35794659384936,230.07250145168192,238
348,355.93692397090905,237.39303226201721,248
339,349.7716078232786,241.8813782060032,248
335,342.76815145876736,237.8885225730379,247
329,342.4938056288558,238.5335830502721,245
340,352.7914420750233,225.23493143251605,240
343,357.358937469852,229.41409839855916,241
347,354.60197940312133,229.23430045145813,238
346,357.56386433172247,224.19130837115986,233
339,345.73954552656045,219.39375440125463,233
335,341.16735165612766,224.62173731017086,233
329,342.7752326198663,223.38278886166518,234
323,332.8561421694851,236.50753916803166,244
323,330.229906688336,241.49151839013416,252
320,328.8271389731805,231.45324921338192,242
335,346.053239062098,238.5342931277936,246
351,357.20487633986994,236.64095941236283,242
353,358.59598672284017,229.38878704656582,241
356,367.33766404464154,236.12221199692823,245
356,370.851678327962,236.8958846148621,250
351,364.91696701423655,241.95957518177696,254
347,360.8117181782613,243.28073239751163,257
340,352.40724654729695,250.0215489997078,260
326,335.7683421114178,246.15535679644512,254
330,336.49793245468817,253.6216792637619,260
333,344.9742265874162,244.69698587182074,259
334,343.2928328368028,243.00460691641177,251
337,349.23192766656814,238.4322763058933,247
345,355.5603609270416,241.29206833102415,247
347,354.50380545178655,237.28913379037294,245
352,357.21071433483496,226.87974811908532,233
356,363.4884192533786,228.7755746831276,239
356,363.09901920691004,231.48253110766356,240
188,195.45391858148432,41.79776545082151,55
199,204.5439978461786,55.688103413315375,66
210,217.32151065972053,64.54970301799072,78
189,202.89058505508524,71.12015894846934,84
200,210.0185017040237,83.30821140467589,96
217,231.10034877602212,100.60820593346865,112
201,206.20791789065402,107.07213196307418,122
190,200.5389230111035,115.81205912328214,127
213,219.02811687546955,121.88957555140806,131
221,235.68669376105723,131.0592855071127,146
194,200.29158845491142,143.06963062804851,155
208,217.97285447643873,162.80671797501645,172
238,247.41679302432746,170.4077994349993,177
220,233.77964038077033,201.01183385291554,209
217,228.9314910819972,195.75106446257587,210
252,260.24261312192033,182.24275455986339,195
247,261.63779034319685,209.35355598993178,218
240,254.48331055322035,198.99089246636504,209
262,272.6125152118262,194.36857328466684,204
255,266.1170365834158,221.35692165296788,231
245,254.91612598832043,228.11834582793753,236
273,282.261862460948,196.77623216793677,206
278,289.5306706913455,234.72878029796232,241
267,277.85092563485443,228.15721781767485,240
284,294.0364440360841,213.79089783467234,227
297,309.5887125421439,250.1374032195235,260
287,295.4878329824002,229.74342005225057,244
299,304.3155167312635,222.63820542585765,230
316,329.4685478897791,231.75802309996203,240
316,325.04925102649975,257.78227990934323,271
333,342.0828251250203,264.96404561673916,271
357,363.2194752041331,258.30441739673967,264
364,375.81965261921505,233.72572032123907,239
378,383.20602275006223,236.73983639009128,243
379,388.1909625456181,256.46094397294837,263
370,377.43038820033547,239.3391379005234,253
386,393.4392731382192,232.99615338332083,242
401,414.78708630233666,258.59359113832306,264
394,406.132158801722,251.06910681035018,260
417,430.52136153780225,227.67887117380343,239
430,444.57001303947743,240.53859800216568,253
417,427.5323335473479,245.39354709670192,260
427,438.20684499189406,230.03208759588847,240
448,461.5157477921275,216.0176280281683,228
472,479.79216221454436,217.8876372309693,224
477,482.9587827454842,226.50950794218167,237
