-6.295300E-002	-3.117800E-002
8.923000E-003	-1.408140E-001
2.486960E-001	-2.776270E-001
-1.710480E-001	-3.386160E-001
3.256530E-001	-3.563250E-001
-6.197500E-002	5.818100E-002
-1.923640E-001	-9.775100E-002
9.949900E-002	-4.734140E-001
1.441300E-002	-2.192630E-001
-5.688500E-002	-4.781260E-001
5.291500E-002	-6.695800E-002
-4.095230E-001	1.551090E-001
1.116130E-001	-1.309600E-002
1.637180E-001	-1.689510E-001
2.731320E-001	2.708460E-001
1.572290E-001	-2.576140E-001
-4.705490E-001	1.664980E-001
-3.604940E-001	-2.883610E-001
-4.458130E-001	-2.022070E-001
2.213000E-002	3.957700E-001
2.456860E-001	-4.041660E-001
-5.134300E-002	2.566120E-001
-1.748300E-001	-7.604200E-002
-3.896180E-001	1.872390E-001
-3.609130E-001	1.306870E-001
-2.423430E-001	1.836580E-001
-2.675910E-001	1.300110E-001
-4.775440E-001	1.056540E-001
-3.953050E-001	6.421800E-002
1.977050E-001	3.115370E-001
-2.836610E-001	2.920200E-001
-1.246520E-001	1.198150E-001
5.272700E-002	-1.352940E-001
-3.452760E-001	1.135820E-001
1.841510E-001	-4.075250E-001
-1.068370E-001	4.101170E-001
4.603620E-001	-9.560000E-003
1.048960E-001	3.727520E-001
4.433840E-001	7.145300E-002
2.534430E-001	-8.812900E-002
4.095130E-001	-2.212740E-001
-1.354500E-002	6.355400E-002
-2.703000E-001	3.543750E-001
-3.000530E-001	1.466100E-002
7.914000E-003	3.577430E-001
1.234290E-001	8.405800E-002
-4.189090E-001	-2.275430E-001
3.931970E-001	2.583570E-001
-5.552600E-002	4.556740E-001
-1.672060E-001	-3.248620E-001
3.744200E-001	-2.569460E-001
2.536950E-001	1.613950E-001
3.907000E-002	-4.338800E-002
-1.719000E-002	3.707190E-001
3.198890E-001	3.763680E-001
3.882590E-001	-2.537350E-001
-5.468800E-002	2.603040E-001
-2.162950E-001	-3.908000E-003
2.306330E-001	-3.215270E-001
-2.223000E-002	-2.273650E-001
-3.663080E-001	6.133300E-002
3.803220E-001	2.268320E-001
-2.984470E-001	-5.720000E-003
-3.418740E-001	1.921360E-001
-3.906320E-001	-2.130090E-001
4.248720E-001	4.380500E-002
-2.269900E-002	-3.040290E-001
-1.311010E-001	-5.640200E-002
7.513500E-002	-4.545500E-001
4.259550E-001	-2.252470E-001
4.711250E-001	-4.754200E-002
-4.112730E-001	-2.805820E-001
4.200250E-001	-2.384030E-001
-1.236830E-001	3.590270E-001
3.930770E-001	-2.697160E-001
2.718620E-001	2.277500E-002
-6.380000E-002	-4.244270E-001
-2.079600E-001	-2.153240E-001
-2.817900E-001	-3.442980E-001
2.758850E-001	2.084860E-001
7.718500E-002	2.427830E-001
2.994620E-001	2.133700E-001
4.773440E-001	5.586300E-002
-3.063310E-001	-3.319950E-001
-4.598110E-001	-1.280280E-001
3.726500E-001	2.804980E-001
1.357730E-001	-3.368630E-001
1.266880E-001	-3.098550E-001
9.439900E-002	3.152420E-001
1.248290E-001	2.176300E-001
3.287950E-001	1.134220E-001
4.210670E-001	-3.761700E-002
9.003700E-002	3.816730E-001
2.820470E-001	-7.607400E-002
-1.376950E-001	1.590950E-001
3.966920E-001	1.830110E-001
-4.471860E-001	7.641100E-002
-3.459530E-001	3.696900E-002
-9.436000E-003	-2.306040E-001
1.248530E-001	-4.065380E-001
3.012150E-001	-6.111000E-002
2.340370E-001	-3.470180E-001
-2.352130E-001	-2.908600E-001
-1.140130E-001	1.812950E-001
-2.962880E-001	2.989990E-001
-2.894200E-002	4.483400E-002
4.429170E-001	-1.021230E-001
-1.139430E-001	-2.937430E-001
1.591200E-001	2.828630E-001
4.519100E-002	3.478510E-001
-4.010660E-001	1.065210E-001
