x_lower, x_upper, y_lower, y_upper
349,361.9900219452802,393.8593583866478,400
314,326.48084226646,393.77398962609664,405
343,348.60103276538814,392.50221938074066,398
335,347.667544191481,385.0781101073178,398
281,292.1246423158767,390.94345452582513,398
298,303.8049053067767,390.21964325716584,398
312,317.8020128175811,386.2022200661503,398
312,319.72568047790804,391.05754256175436,398
317,323.71949000311906,384.45272227849534,399
266,271.80430349909676,387.03456548902625,397
252,258.71042231430164,381.0230858066789,394
239,247.10184576473412,377.34694960195236,391
199,205.63235563052794,347.0938625157193,354
186,199.99301662045661,301.8721356725113,313
196,210.64120778112843,252.18391914172852,258
218,225.98579567942303,223.83329452185203,232
253,258.7945586387073,213.45898889293937,222
285,292.9847228803488,204.60738083398363,219
338,347.12660132757804,210.62688637756204,217
386,393.28054584167927,203.49006423243821,215
353,361.56250651246665,202.7339541390799,215
326,332.67432281409765,206.96223963304575,217
295,304.3348704674112,208.00052755570482,217
266,273.1316889059404,209.28130811373336,219
234,239.99513032944907,213.56259337926141,226
275,286.63532610787684,195.01026325479282,205
322,330.4148424644687,189.4627086432781,203
370,381.7397357493359,190.81684292007193,201
292,300.9041204165392,191.8339175638566,205
220,226.48942800646597,208.25042661309465,219
212,218.6125555440879,215.7026401704528,228
268,277.78714373101496,192.6886973533902,205
233,239.79485565733108,217.7548006498029,225
201,212.98673328020743,241.52560685743833,247
187,193.39294953770158,258.3702949787609,267
185,195.82358788502145,296.5075524429927,310
202,215.7742667718225,338.84702069348873,350
226,232.4624078397794,373.7445399883054,382
238,250.67013747165575,386.5103671660961,396
200,208.9700509970895,340.0257925641453,354
183,195.68441052488274,293.41369675417224,304
184,195.27054016866242,275.19241841893916,284
187,193.6511994906639,330.5338062197146,344
204,214.21916803972064,366.43128501667456,373
205,217.67043903858925,369.50905971876415,375
187,197.18966943282734,283.21104811913085,293
191,201.97877536256243,286.4696851610271,295
208,218.98592388117768,353.44453509052863,362
233,245.55594134778596,369.3342813264562,380
289,298.9369092856542,373.03332170959266,386
357,370.3278792834604,375.3301586113213,384
392,402.9062301292113,378.024435563417,387
394,403.2186816001661,380.90446987860344,391
368,373.1984060879572,389.61658722699406,400
346,353.87103444742746,389.9282751842162,398
313,318.59271336487996,391.1839506245597,398
246,256.8875436105925,374.53321782160987,389
204,216.73562382996712,368.9980593437435,380
311,324.36267234189035,294.2405572188143,300
344,353.7809003623743,284.6286628907402,295
371,379.59227265385675,284.0652325480574,295
406,420.1083184861444,274.2802808256982,289
426,432.41461446509226,282.7054945572596,289
338,349.66830964317114,284.5782910045943,299
345,358.6347426353914,291.5937251122738,299
427,440.40396348524746,279.0369432592836,291
464,474.7521410801424,279.68054020793267,288
480,487.808911337558,272.13554229101777,284
498,505.10921926600724,265.7575498440886,274
506,517.5118568781375,259.5589874233993,267
511,521.2884495856159,249.41423321796302,260
518,528.3362971605775,229.9443689815141,243
522,533.9099222815875,224.80977973042837,234
313,325.6646650567979,95.39703894923771,107
347,361.0438878778644,87.56392538114653,100
379,390.9536884479137,88.93506554874332,97
413,421.5448369389411,90.02396185853992,98
438,445.51421429074685,93.34039653764886,100
469,478.93404400235096,94.22473686077328,106
490,504.4875463836523,98.34600862178975,112
517,531.6008181197287,122.42900381112942,130
530,544.2978451830622,164.61197184682945,171
535,548.523314655951,179.48735092061386,193
528,540.3967066572131,220.08798744097004,234
508,516.4263958866555,253.80876451205782,267
483,493.63721318114256,272.3504878723504,281
444,454.835482796894,275.5098567467343,289
373,382.97890498536964,283.143409661866,294
336,343.00144543246836,284.22433738176875,295
320,330.68877285323373,283.5085850696392,297
316,330.5721166649779,284.4133233541123,297
342,352.22331630689115,290.3164803921105,297
531,544.5132882990996,201.43067088803053,212
527,533.0281961648016,137.8557109242651,149
521,535.8667487354313,133.10712658843386,140
332,345.97550542514136,93.24028973778158,105
324,330.1995570857534,91.7970489718237,97
327,332.3936948044055,80.07562636100027,95
345,350.3389428709508,84.64135748200812,93
359,371.23975154053636,86.45164236863258,96
369,382.6425354620411,76.52542393459164,91
385,391.83212871487007,82.64951734908041,89
393,400.07173494224213,87.70713051512577,95
411,422.22372606203226,87.4330752841491,94
423,432.4156073355681,81.13829863217634,91
451,464.7171760925603,85.0109199842393,96
465,477.02211880469235,84.57073995419535,95
488,502.74013429714444,92.98993870189263,104
513,524.5171706287744,106.47098051720171,121
498,506.24332845731396,101.7649970062494,110
512,519.0798772041685,96.31752318270064,108
524,537.9832120457323,120.60304067252459,132
535,542.0774620271441,170.6857382013244,180
542,555.0990986999145,196.62545955419492,209
531,537.6864600778526,235.98110723494707,242
510,521.8552818775189,259.8234720169158,269
474,480.1493261466554,282.91430822355676,288
435,443.5102993436708,284.51266788108904,292
418,423.6201641171974,280.62604269501,292
387,393.2726730614031,280.04978130852857,294
363,374.1539565054329,287.15212412510033,295
347,358.57154205778915,279.01208525873716,294
323,337.70129412383505,288.9143636479329,294
310,323.542478207146,280.3237345475641,294
355,368.6503052172585,287.3127749883643,296
400,410.07193329431976,282.15374774133545,296
453,461.2604465450934,280.8730401338712,293
316,329.86189165461724,88.9954089965114,94
342,352.50682494074744,80.7369263257665,94
386,395.9318719967883,86.11772390108378,95
